"","log2FC","p","condition","metab"
"catechol sulfate2",0.588137090012142,0.123,"24_10-0.1","catechol sulfate"
"cholate2",-0.823818357647241,0.138,"24_10-0.1","cholate"
"choline2",-2.92539707989098,0.022,"24_10-0.1","choline"
"choline phosphate2",0.0340702090630692,0.009,"24_10-0.1","choline phosphate"
"cis-urocanate2",-1.83182410908756,1.58e-07,"24_10-0.1","cis-urocanate"
"cyano-alanine2",0.521729231148439,0.692,"24_10-0.1","cyano-alanine"
"cysteine-glutathione disulfide2",1.90557108107223,6.98e-09,"24_10-0.1","cysteine-glutathione disulfide"
"cysteine s-sulfate2",-0.458300588244118,0.142,"24_10-0.1","cysteine s-sulfate"
"cysteinylglycine disulfide*2",-2.81807347939063,1.01e-07,"24_10-0.1","cysteinylglycine disulfide*"
"cytidine 2' or 3'-monophosphate (2' or 3'-CMP)2",1.86063892603643,9.01e-07,"24_10-0.1","cytidine 2' or 3'-monophosphate (2' or 3'-CMP)"
"cytidine 2',3'-cyclic monophosphate2",-0.0187343948359427,0.029,"24_10-0.1","cytidine 2',3'-cyclic monophosphate"
"cytidine 5'-monophosphate (5'-CMP)2",-1.16959692016351,5.58e-07,"24_10-0.1","cytidine 5'-monophosphate (5'-CMP)"
"dihydroorotate2",0.550171161475445,0.807,"24_10-0.1","dihydroorotate"
"dimethylarginine (SDMA + ADMA)2",-0.789920915388755,0.148,"24_10-0.1","dimethylarginine (SDMA + ADMA)"
"dimethylglycine2",0.723328033412151,0.859,"24_10-0.1","dimethylglycine"
"ectoine2",2.05372174307475,0.000235,"24_10-0.1","ectoine"
"erucate (22:1n9)2",1.21492811030213,0.026,"24_10-0.1","erucate (22:1n9)"
"erythritol2",-0.211298140192807,0.969,"24_10-0.1","erythritol"
"erythronate*2",3.65078215221792,7.86e-05,"24_10-0.1","erythronate*"
"flavin adenine dinucleotide (FAD)2",-5.03079680415881,0.501,"24_10-0.1","flavin adenine dinucleotide (FAD)"
"fructose2",1.38148286256354,0.029,"24_10-0.1","fructose"
"fumarate2",-0.533006542287082,0.011,"24_10-0.1","fumarate"
"gamma-glutamylglutamate2",2.2026980090562,0.003,"24_10-0.1","gamma-glutamylglutamate"
"gamma-glutamylglutamine2",2.07320556370604,0.00062,"24_10-0.1","gamma-glutamylglutamine"
"gamma-glutamylglycine2",-0.133350611699647,0.943,"24_10-0.1","gamma-glutamylglycine"
"gamma-glutamylisoleucine*2",-0.742783559006545,0.115,"24_10-0.1","gamma-glutamylisoleucine*"
"gamma-glutamylleucine2",-1.82401176245201,0.003,"24_10-0.1","gamma-glutamylleucine"
"gamma-glutamylmethionine2",0.416124137447303,2.59e-05,"24_10-0.1","gamma-glutamylmethionine"
"gamma-glutamylphenylalanine2",-1.0981747172051,0.003,"24_10-0.1","gamma-glutamylphenylalanine"
"gamma-glutamyltryptophan2",-4.14744273133692,0.059,"24_10-0.1","gamma-glutamyltryptophan"
"gamma-glutamyltyrosine2",-1.36716583529317,1.34e-05,"24_10-0.1","gamma-glutamyltyrosine"
"gluconate2",-3.03600787302429,0.000594,"24_10-0.1","gluconate"
"glucose2",0.0022739798023731,0.916,"24_10-0.1","glucose"
"glutamate2",-1.51237183662304,0.05,"24_10-0.1","glutamate"
"glutamine2",1.82917147561287,0.000855,"24_10-0.1","glutamine"
"glutaminylleucine2",-2.83866344720968,0.000861,"24_10-0.1","glutaminylleucine"
"glutarate (C5-DC)2",-2.25852121914886,0.005,"24_10-0.1","glutarate (C5-DC)"
"glycerate2",2.80147656583226,5.59e-09,"24_10-0.1","glycerate"
"glycerol 3-phosphate2",-1.47288669652026,3.09e-05,"24_10-0.1","glycerol 3-phosphate"
"glycerophosphoethanolamine2",2.43773222699953,5.24e-07,"24_10-0.1","glycerophosphoethanolamine"
"glycerophosphoglycerol2",-0.0928368787135282,6.69e-06,"24_10-0.1","glycerophosphoglycerol"
"glycerophosphorylcholine (GPC)2",2.0582044206829,1.27e-05,"24_10-0.1","glycerophosphorylcholine (GPC)"
"glycine2",-0.0623952809097905,0.9,"24_10-0.1","glycine"
"glycylisoleucine2",-1.43105468699949,0.000668,"24_10-0.1","glycylisoleucine"
"glycylleucine2",-0.953830021086855,2.62e-06,"24_10-0.1","glycylleucine"
"glycylvaline2",-0.939353131133246,0.000287,"24_10-0.1","glycylvaline"
"guanosine 2'-monophosphate (2'-GMP)*2",2.61391203942323,0.002,"24_10-0.1","guanosine 2'-monophosphate (2'-GMP)*"
"guanosine 3'-monophosphate (3'-GMP)2",2.82946570274537,8.35e-09,"24_10-0.1","guanosine 3'-monophosphate (3'-GMP)"
"gulonate*2",0.285422857379047,7.28e-05,"24_10-0.1","gulonate*"
"harmane2",7.06874113748629,0.018,"24_10-0.1","harmane"
"hippurate2",-0.450261176113221,0.054,"24_10-0.1","hippurate"
"histamine2",3.30562068991016,0.001,"24_10-0.1","histamine"
"histidine2",-1.62841896088703,2.28e-06,"24_10-0.1","histidine"
"histidylalanine2",-0.316735591758161,0.002,"24_10-0.1","histidylalanine"
"homoserine2",-1.69999858152676,0.712,"24_10-0.1","homoserine"
"indole-3-carboxylate2",0.448641333746585,0.244,"24_10-0.1","indole-3-carboxylate"
"indoleacetate2",5.32524895189033,0.276,"24_10-0.1","indoleacetate"
"isocitric lactone2",2.14072861266214,0.00015,"24_10-0.1","isocitric lactone"
"isoleucine2",-2.36149119448258,6.9e-05,"24_10-0.1","isoleucine"
"isoleucylglycine2",-1.2554514038181,2.26e-12,"24_10-0.1","isoleucylglycine"
"isovalerate (i5:0)2",2.17493090825266,0.008,"24_10-0.1","isovalerate (i5:0)"
"isovalerylglycine2",-0.312284017153818,0.02,"24_10-0.1","isovalerylglycine"
"kynurenate2",4.8993194808758,0.001,"24_10-0.1","kynurenate"
"lactate2",3.22887177432582,4.34e-05,"24_10-0.1","lactate"
"leucine2",-1.38495173363446,0.000654,"24_10-0.1","leucine"
"leucylglutamine*2",-0.776748848296695,0.021,"24_10-0.1","leucylglutamine*"
"leucylglycine2",-0.672902324235747,7.77e-10,"24_10-0.1","leucylglycine"
"lysine2",0.090787041357105,0.746,"24_10-0.1","lysine"
"lysylleucine2",3.38635639870257,0.006,"24_10-0.1","lysylleucine"
"malate2",1.66192175589533,0.309,"24_10-0.1","malate"
"maleate2",1.80424918879464,0.026,"24_10-0.1","maleate"
"malonate2",2.82031371705179,0.000137,"24_10-0.1","malonate"
"mannose2",2.76889855692324,4.58e-06,"24_10-0.1","mannose"
"methionine2",-1.08907846717728,0.000285,"24_10-0.1","methionine"
"methionine sulfoxide2",2.40149191691155,0.001,"24_10-0.1","methionine sulfoxide"
"methylmalonate (MMA)2",-0.387527791946334,1.04e-05,"24_10-0.1","methylmalonate (MMA)"
"mevalonolactone2",4.52168331536563,0.017,"24_10-0.1","mevalonolactone"
"N-acetyl-cadaverine2",-0.362425146976115,0.991,"24_10-0.1","N-acetyl-cadaverine"
"N-acetyl-glucosamine 1-phosphate2",2.29137163303042,0.026,"24_10-0.1","N-acetyl-glucosamine 1-phosphate"
"N-acetylarginine2",0.498682376786221,3.01e-05,"24_10-0.1","N-acetylarginine"
"N-acetylaspartate (NAA)2",-2.77502097275435,0.000166,"24_10-0.1","N-acetylaspartate (NAA)"
"N-acetylcitrulline2",2.02987321456475,0.017,"24_10-0.1","N-acetylcitrulline"
"N-acetylcysteine2",-0.155522592352218,0.819,"24_10-0.1","N-acetylcysteine"
"N-acetylglutamine2",-3.69505301368844,1.59e-09,"24_10-0.1","N-acetylglutamine"
"N-acetylglycine2",1.01512930356412,0.862,"24_10-0.1","N-acetylglycine"
"N-acetylhistidine2",2.96619743202085,6.39e-06,"24_10-0.1","N-acetylhistidine"
"N-acetylisoleucine2",0.10010251091518,0.987,"24_10-0.1","N-acetylisoleucine"
"N-acetylleucine2",-0.629766041155016,0.542,"24_10-0.1","N-acetylleucine"
"N-acetylmethionine2",6.77030159540458,0.054,"24_10-0.1","N-acetylmethionine"
"N-acetylmethionine sulfoxide2",4.50794510168682,9.61e-07,"24_10-0.1","N-acetylmethionine sulfoxide"
"N-acetylneuraminate2",1.21803348824075,5.6e-05,"24_10-0.1","N-acetylneuraminate"
"N-acetylphenylalanine2",-0.488198384903075,0.537,"24_10-0.1","N-acetylphenylalanine"
"N-acetylproline2",2.01269263974157,0.000892,"24_10-0.1","N-acetylproline"
"N-acetylputrescine2",-4.12145224933792,0.014,"24_10-0.1","N-acetylputrescine"
"N-acetylserine2",1.66920179183928,0.138,"24_10-0.1","N-acetylserine"
"N-acetylthreonine2",0.459128694510769,0.397,"24_10-0.1","N-acetylthreonine"
"N-acetyltryptophan2",-0.545424791152122,0.845,"24_10-0.1","N-acetyltryptophan"
"N-acetyltyrosine2",0.572981126817483,0.824,"24_10-0.1","N-acetyltyrosine"
"N-acetylvaline2",-0.163612028414691,0.935,"24_10-0.1","N-acetylvaline"
"N-alpha-acetylornithine2",2.14554488349568,3.96e-08,"24_10-0.1","N-alpha-acetylornithine"
"N-carbamoylalanine2",1.45840103693763,0.124,"24_10-0.1","N-carbamoylalanine"
"N-carbamoylaspartate2",-4.26710025535245,0.000161,"24_10-0.1","N-carbamoylaspartate"
"N-carbamoylserine2",0.987386788829942,0.256,"24_10-0.1","N-carbamoylserine"
"N-delta-acetylornithine2",-0.637636186998163,0.985,"24_10-0.1","N-delta-acetylornithine"
"N-formylanthranilic acid2",4.00519381141588,0.000247,"24_10-0.1","N-formylanthranilic acid"
"N-formylmethionine2",1.31035192939204,0.044,"24_10-0.1","N-formylmethionine"
"N-formylphenylalanine2",1.857819982524,8.63e-05,"24_10-0.1","N-formylphenylalanine"
"N-methylalanine2",0.283131423188142,0.118,"24_10-0.1","N-methylalanine"
"N-monomethylarginine2",-0.90456986118567,0.00029,"24_10-0.1","N-monomethylarginine"
"N,N,N-trimethyl-5-aminovalerate2",2.17460688345022,0.007,"24_10-0.1","N,N,N-trimethyl-5-aminovalerate"
"N2-acetyllysine2",-2.1933632048713,0.081,"24_10-0.1","N2-acetyllysine"
"N6-acetyllysine2",0.76098924013796,0.01,"24_10-0.1","N6-acetyllysine"
"N6-carboxymethyllysine2",-0.825969760733823,0.005,"24_10-0.1","N6-carboxymethyllysine"
"N6-succinyladenosine2",1.42193390042446,0.011,"24_10-0.1","N6-succinyladenosine"
"N6,N6,N6-trimethyllysine2",-0.0298776067026572,0.995,"24_10-0.1","N6,N6,N6-trimethyllysine"
"nicotinamide adenine dinucleotide (NAD+)2",0.123050807827739,0.794,"24_10-0.1","nicotinamide adenine dinucleotide (NAD+)"
"nicotinamide ribonucleotide (NMN)2",-6.04000892999428,7.77e-08,"24_10-0.1","nicotinamide ribonucleotide (NMN)"
"nicotinate ribonucleoside2",-0.594506746550279,0.851,"24_10-0.1","nicotinate ribonucleoside"
"O-acetylhomoserine2",-2.11540588814087,0.000362,"24_10-0.1","O-acetylhomoserine"
"o-Tyrosine2",2.20685581018119,0.001,"24_10-0.1","o-Tyrosine"
"ophthalmate2",0.670070694995857,6.21e-06,"24_10-0.1","ophthalmate"
"ornithine2",-1.18475511744743,0.000507,"24_10-0.1","ornithine"
"orotate2",-6.26290533294172,1.26e-10,"24_10-0.1","orotate"
"pantothenate2",0.906112284579926,0.961,"24_10-0.1","pantothenate"
"phenethylamine2",1.54849146193436,1.19e-09,"24_10-0.1","phenethylamine"
"phenol sulfate2",1.93826320664614,0.017,"24_10-0.1","phenol sulfate"
"phenylacetate2",1.96796623652502,0.007,"24_10-0.1","phenylacetate"
"phenylalanylalanine2",1.52753499497156,7.43e-07,"24_10-0.1","phenylalanylalanine"
"phenylalanylglycine2",-0.476245602775321,5.24e-07,"24_10-0.1","phenylalanylglycine"
"phenyllactate (PLA)2",-0.413107960334899,0.544,"24_10-0.1","phenyllactate (PLA)"
"phenylpyruvate2",-0.126949499857317,1.62e-05,"24_10-0.1","phenylpyruvate"
"phosphate2",0.834351592201222,4.9e-07,"24_10-0.1","phosphate"
"phosphoenolpyruvate (PEP)2",-3.00979056876992,1.14e-10,"24_10-0.1","phosphoenolpyruvate (PEP)"
"phosphoethanolamine2",-1.06135750493917,3.53e-05,"24_10-0.1","phosphoethanolamine"
"pimelate (C7-DC)2",-1.45898043107088,0.757,"24_10-0.1","pimelate (C7-DC)"
"pipecolate2",4.66728933541068,0.000101,"24_10-0.1","pipecolate"
"proline2",-1.67025368359433,7.99e-12,"24_10-0.1","proline"
"putrescine2",-0.0902559869596296,0.635,"24_10-0.1","putrescine"
"pyridoxate2",2.50835559115831,0.241,"24_10-0.1","pyridoxate"
"pyroglutamine*2",3.23651243903437,2.07e-07,"24_10-0.1","pyroglutamine*"
"pyrraline2",1.71308861031171,0.018,"24_10-0.1","pyrraline"
"pyruvate2",-0.799768750749869,0.01,"24_10-0.1","pyruvate"
"quinolinate2",-1.41984228913551,0.513,"24_10-0.1","quinolinate"
"ribitol2",-0.597313705879449,0.167,"24_10-0.1","ribitol"
"riboflavin (Vitamin B2)2",-1.29862055074493,0.173,"24_10-0.1","riboflavin (Vitamin B2)"
"ribonate2",-0.440610291103622,0.000764,"24_10-0.1","ribonate"
"ribose2",-1.58784107812086,5.64e-06,"24_10-0.1","ribose"
"ribulose/xylulose2",2.4875996521165,0.000901,"24_10-0.1","ribulose/xylulose"
"S-adenosylhomocysteine (SAH)2",-0.479826554541767,8.31e-05,"24_10-0.1","S-adenosylhomocysteine (SAH)"
"S-methylcysteine2",-0.632791693776232,0.632,"24_10-0.1","S-methylcysteine"
"saccharopine2",1.48399034328184,0.031,"24_10-0.1","saccharopine"
"salicylate2",-0.996025615797216,0.787,"24_10-0.1","salicylate"
"sebacate (C10-DC)2",-1.73232755314874,3.5e-05,"24_10-0.1","sebacate (C10-DC)"
"sedoheptulose2",1.16127860058717,0.198,"24_10-0.1","sedoheptulose"
"serine2",-0.252014750276586,0.526,"24_10-0.1","serine"
"succinate2",-3.25341452434529,0.01,"24_10-0.1","succinate"
"sulfate*2",1.34064635750337,0.842,"24_10-0.1","sulfate*"
"thioproline2",2.7361279650224,1.45e-07,"24_10-0.1","thioproline"
"threonine2",-0.147930603223076,0.312,"24_10-0.1","threonine"
"threonylphenylalanine2",-1.15711503887753,0.033,"24_10-0.1","threonylphenylalanine"
"thymidine2",1.03852847786441,0.667,"24_10-0.1","thymidine"
"thymine2",0.675475600395971,0.333,"24_10-0.1","thymine"
"trans-nonadecenoate (tr 19:1)*2",0.271590310981109,0.006,"24_10-0.1","trans-nonadecenoate (tr 19:1)*"
"trans-urocanate2",-1.69162777488696,1.94e-06,"24_10-0.1","trans-urocanate"
"trehalose2",-2.42826618988481,1.14e-12,"24_10-0.1","trehalose"
"trehalose 6-phosphate2",1.17321736127534,0.129,"24_10-0.1","trehalose 6-phosphate"
"tryptamine2",1.71840727142556,1.6e-05,"24_10-0.1","tryptamine"
"tryptophylglycine2",-1.52220119491353,0.000563,"24_10-0.1","tryptophylglycine"
"tyramine2",0.109043408242191,0.999,"24_10-0.1","tyramine"
"tyrosine2",6.34549855507103,6.52e-08,"24_10-0.1","tyrosine"
"tyrosol2",4.82334875167739,0.022,"24_10-0.1","tyrosol"
"tyrosylglycine2",-0.137305131514817,0.891,"24_10-0.1","tyrosylglycine"
"uracil2",-2.09410251622536,2.83e-05,"24_10-0.1","uracil"
"urea2",0.00228601773800831,1,"24_10-0.1","urea"
"uridine-2',3'-cyclic monophosphate2",0.993512640661972,0.03,"24_10-0.1","uridine-2',3'-cyclic monophosphate"
"uridine 2'-monophosphate (2'-UMP)*2",3.2142248884104,0.001,"24_10-0.1","uridine 2'-monophosphate (2'-UMP)*"
"uridine 3'-monophosphate (3'-UMP)2",1.30313394815506,0.114,"24_10-0.1","uridine 3'-monophosphate (3'-UMP)"
"valine2",1.89774953999779,0.566,"24_10-0.1","valine"
"valylglutamine2",-2.71635865464787,0.019,"24_10-0.1","valylglutamine"
"valylleucine2",-0.602726279616437,9.7e-08,"24_10-0.1","valylleucine"
"xanthine2",-3.15090014181769,0.000118,"24_10-0.1","xanthine"
